Date/Time,Active Energy (kcal),Source
2023-09-12 14:01:00,0.361,Lesley’s Apple Watch
2023-09-12 14:02:00,0.254,Lesley’s Apple Watch
2023-09-12 14:03:00,0.245,Lesley’s Apple Watch
2023-09-12 14:04:00,0.192,Lesley’s Apple Watch
2023-09-12 14:05:00,0.213,Lesley’s Apple Watch
2023-09-12 14:06:00,0.19,Lesley’s Apple Watch
2023-09-12 14:07:00,0.324,Lesley’s Apple Watch
2023-09-12 14:08:00,0.362,Lesley’s Apple Watch
2023-09-12 14:09:00,0.286,Lesley’s Apple Watch
2023-09-12 14:10:00,0.15,Lesley’s Apple Watch
2023-09-12 14:11:00,0.299,Lesley’s Apple Watch
2023-09-12 14:12:00,0.279,Lesley’s Apple Watch
2023-09-12 14:13:00,0.271,Lesley’s Apple Watch
2023-09-12 14:14:00,0.317,Lesley’s Apple Watch
2023-09-12 14:15:00,0.227,Lesley’s Apple Watch
2023-09-12 14:16:00,0.269,Lesley’s Apple Watch
2023-09-12 14:17:00,0.185,Lesley’s Apple Watch
2023-09-12 14:18:00,0.153,Lesley’s Apple Watch
2023-09-12 14:19:00,0.113,Lesley’s Apple Watch
2023-09-12 14:20:00,0.263,Lesley’s Apple Watch
2023-09-12 14:21:00,0.126,Lesley’s Apple Watch
2023-09-12 14:22:00,0.257,Lesley’s Apple Watch
2023-09-12 14:23:00,0.235,Lesley’s Apple Watch
2023-09-12 14:24:00,0.149,Lesley’s Apple Watch
2023-09-12 14:25:00,0.244,Lesley’s Apple Watch
2023-09-12 14:26:00,0.195,Lesley’s Apple Watch
2023-09-12 14:27:00,0.213,Lesley’s Apple Watch
2023-09-12 14:28:00,0.042,Lesley’s Apple Watch
2023-09-12 14:30:00,0.127,Lesley’s Apple Watch
2023-09-12 14:31:00,0.317,Lesley’s Apple Watch
2023-09-12 14:32:00,0.4,Lesley’s Apple Watch
2023-09-12 14:33:00,0.183,Lesley’s Apple Watch
2023-09-12 14:34:00,0.239,Lesley’s Apple Watch
2023-09-12 14:35:00,0.086,Lesley’s Apple Watch
2023-09-12 14:36:00,0.275,Lesley’s Apple Watch
2023-09-12 14:37:00,0.326,Lesley’s Apple Watch
2023-09-12 14:38:00,0.274,Lesley’s Apple Watch
2023-09-12 14:39:00,0.416,Lesley’s Apple Watch
2023-09-12 14:40:00,0.141,Lesley’s Apple Watch
2023-09-12 14:41:00,0.177,Lesley’s Apple Watch
2023-09-12 14:42:00,0.175,Lesley’s Apple Watch
2023-09-12 14:44:00,0.265,Lesley’s Apple Watch
2023-09-12 14:45:00,0.166,Lesley’s Apple Watch
2023-09-12 14:46:00,0.35,Lesley’s Apple Watch
2023-09-12 14:47:00,0.122,Lesley’s Apple Watch
2023-09-12 14:48:00,0.269,Lesley’s Apple Watch
2023-09-12 14:49:00,0.012,Lesley’s Apple Watch
2023-09-12 14:50:00,0.146,Lesley’s Apple Watch
2023-09-12 14:51:00,0.327,Lesley’s Apple Watch
2023-09-12 14:52:00,0.344,Lesley’s Apple Watch
2023-09-12 14:53:00,0.564,Lesley’s Apple Watch
2023-09-12 14:54:00,0.833,Lesley’s Apple Watch
2023-09-12 14:55:00,0.311,Lesley’s Apple Watch
2023-09-12 14:57:00,0.007,Lesley’s Apple Watch
2023-09-12 14:58:00,1.01,Lesley’s Apple Watch
2023-09-12 14:59:00,0.145,Lesley’s Apple Watch
2023-09-12 15:00:00,0.276,Lesley’s Apple Watch
2023-09-12 15:01:00,0.106,Lesley’s Apple Watch
2023-09-12 15:02:00,0.107,Lesley’s Apple Watch
2023-09-12 15:03:00,0.138,Lesley’s Apple Watch
2023-09-12 15:04:00,0.123,Lesley’s Apple Watch
2023-09-12 15:05:00,0.263,Lesley’s Apple Watch
2023-09-12 15:06:00,0.066,Lesley’s Apple Watch
2023-09-12 15:07:00,0.133,Lesley’s Apple Watch
2023-09-12 15:08:00,0.27,Lesley’s Apple Watch
2023-09-12 15:09:00,0.038,Lesley’s Apple Watch
2023-09-12 15:10:00,0.212,Lesley’s Apple Watch
2023-09-12 15:11:00,0.077,Lesley’s Apple Watch
2023-09-12 15:12:00,0.208,Lesley’s Apple Watch
2023-09-12 15:13:00,0.033,Lesley’s Apple Watch
2023-09-12 15:14:00,0.274,Lesley’s Apple Watch
2023-09-12 15:15:00,0.193,Lesley’s Apple Watch
2023-09-12 15:16:00,0.069,Lesley’s Apple Watch
2023-09-12 15:17:00,0.252,Lesley’s Apple Watch
2023-09-12 15:20:00,0.147,Lesley’s Apple Watch
2023-09-12 15:21:00,0.276,Lesley’s Apple Watch
2023-09-12 15:22:00,0.184,Lesley’s Apple Watch
2023-09-12 15:23:00,0.097,Lesley’s Apple Watch
2023-09-12 15:24:00,0.161,Lesley’s Apple Watch
2023-09-12 15:25:00,0.163,Lesley’s Apple Watch
2023-09-12 15:26:00,0.229,Lesley’s Apple Watch
2023-09-12 15:27:00,0.205,Lesley’s Apple Watch
2023-09-12 15:28:00,0.177,Lesley’s Apple Watch
2023-09-12 15:29:00,0.223,Lesley’s Apple Watch
2023-09-12 15:30:00,0.235,Lesley’s Apple Watch
2023-09-12 15:31:00,0.115,Lesley’s Apple Watch
2023-09-12 15:32:00,0.194,Lesley’s Apple Watch
2023-09-12 15:33:00,0.15,Lesley’s Apple Watch
2023-09-12 15:34:00,0.118,Lesley’s Apple Watch
2023-09-12 15:35:00,0.099,Lesley’s Apple Watch
2023-09-12 15:36:00,0.014,Lesley’s Apple Watch
2023-09-12 15:37:00,0.129,Lesley’s Apple Watch
2023-09-12 15:38:00,0.177,Lesley’s Apple Watch
2023-09-12 15:39:00,0.21,Lesley’s Apple Watch
2023-09-12 15:40:00,0.119,Lesley’s Apple Watch
2023-09-12 15:41:00,0.261,Lesley’s Apple Watch
2023-09-12 15:42:00,0.228,Lesley’s Apple Watch
2023-09-12 15:43:00,0.246,Lesley’s Apple Watch
2023-09-12 15:44:00,0.257,Lesley’s Apple Watch
2023-09-12 15:45:00,0.179,Lesley’s Apple Watch
2023-09-12 15:46:00,0.136,Lesley’s Apple Watch
2023-09-12 15:47:00,0.232,Lesley’s Apple Watch
2023-09-12 15:48:00,0.234,Lesley’s Apple Watch
2023-09-12 15:49:00,0.065,Lesley’s Apple Watch
2023-09-12 15:51:00,0.065,Lesley’s Apple Watch
2023-09-12 15:53:00,0.043,Lesley’s Apple Watch
2023-09-12 15:54:00,0.155,Lesley’s Apple Watch
2023-09-12 15:55:00,0.156,Lesley’s Apple Watch
2023-09-12 15:56:00,0.077,Lesley’s Apple Watch
2023-09-12 15:57:00,0.165,Lesley’s Apple Watch
2023-09-12 15:58:00,1.21,Lesley’s Apple Watch
2023-09-12 16:01:00,0.939,Lesley’s Apple Watch
2023-09-12 16:02:00,0.401,Lesley’s Apple Watch
2023-09-12 16:03:00,0.175,Lesley’s Apple Watch
2023-09-12 16:04:00,0.274,Lesley’s Apple Watch
2023-09-12 16:05:00,0.141,Lesley’s Apple Watch
2023-09-12 16:06:00,0.246,Lesley’s Apple Watch
2023-09-12 16:07:00,0.121,Lesley’s Apple Watch
2023-09-12 16:08:00,0.097,Lesley’s Apple Watch
2023-09-12 16:09:00,0.012,Lesley’s Apple Watch
2023-09-12 16:11:00,0.219,Lesley’s Apple Watch
2023-09-12 16:14:00,0.151,Lesley’s Apple Watch
2023-09-12 16:15:00,0.128,Lesley’s Apple Watch
2023-09-12 16:16:00,0.106,Lesley’s Apple Watch
2023-09-12 16:17:00,0.076,Lesley’s Apple Watch
2023-09-12 16:18:00,0.191,Lesley’s Apple Watch
2023-09-12 16:20:00,0.101,Lesley’s Apple Watch
2023-09-12 16:21:00,0.059,Lesley’s Apple Watch
2023-09-12 16:22:00,0.099,Lesley’s Apple Watch
2023-09-12 16:23:00,0.054,Lesley’s Apple Watch
2023-09-12 16:24:00,0.242,Lesley’s Apple Watch
2023-09-12 16:25:00,0.275,Lesley’s Apple Watch
2023-09-12 16:26:00,0.315,Lesley’s Apple Watch
2023-09-12 16:27:00,0.325,Lesley’s Apple Watch
2023-09-12 16:28:00,0.278,Lesley’s Apple Watch
2023-09-12 16:29:00,0.252,Lesley’s Apple Watch
2023-09-12 16:30:00,0.307,Lesley’s Apple Watch
2023-09-12 16:31:00,0.038,Lesley’s Apple Watch
2023-09-12 16:33:00,0.162,Lesley’s Apple Watch
2023-09-12 16:34:00,0.325,Lesley’s Apple Watch
2023-09-12 16:35:00,0.15,Lesley’s Apple Watch
2023-09-12 16:36:00,0.075,Lesley’s Apple Watch
2023-09-12 16:37:00,0.263,Lesley’s Apple Watch
2023-09-12 16:38:00,0.292,Lesley’s Apple Watch
2023-09-12 16:39:00,0.098,Lesley’s Apple Watch
2023-09-12 16:40:00,0.284,Lesley’s Apple Watch
2023-09-12 16:41:00,0.272,Lesley’s Apple Watch
2023-09-12 16:42:00,0.073,Lesley’s Apple Watch
2023-09-12 16:43:00,0.023,Lesley’s Apple Watch
2023-09-12 16:44:00,0.037,Lesley’s Apple Watch
2023-09-12 16:45:00,0.083,Lesley’s Apple Watch
2023-09-12 16:46:00,0.16,Lesley’s Apple Watch
2023-09-12 16:47:00,0.024,Lesley’s Apple Watch
2023-09-12 16:48:00,0.195,Lesley’s Apple Watch
2023-09-12 16:49:00,0.284,Lesley’s Apple Watch
2023-09-12 16:50:00,0.142,Lesley’s Apple Watch
2023-09-12 16:51:00,0.204,Lesley’s Apple Watch
2023-09-12 16:52:00,0.262,Lesley’s Apple Watch
2023-09-12 16:53:00,0.128,Lesley’s Apple Watch
2023-09-12 16:54:00,0.137,Lesley’s Apple Watch
2023-09-12 16:55:00,0.069,Lesley’s Apple Watch
2023-09-12 16:56:00,0.06,Lesley’s Apple Watch
2023-09-12 16:57:00,0.012,Lesley’s Apple Watch
2023-09-12 16:58:00,0.148,Lesley’s Apple Watch
2023-09-12 16:59:00,0.001,Lesley’s Apple Watch
2023-09-12 17:00:00,0.243,Lesley’s Apple Watch
2023-09-12 17:01:00,0.976,Lesley’s Apple Watch
2023-09-12 17:02:00,1.22,Lesley’s Apple Watch
2023-09-12 17:04:00,1,Lesley’s Apple Watch
2023-09-12 17:05:00,0.867,Lesley’s Apple Watch
2023-09-12 17:06:00,1.13,Lesley’s Apple Watch
2023-09-12 17:07:00,1.26,Lesley’s Apple Watch
2023-09-12 17:08:00,0.461,Lesley’s Apple Watch
2023-09-12 17:09:00,1.74,Lesley’s Apple Watch
2023-09-12 17:10:00,2.51,Lesley’s Apple Watch
2023-09-12 17:11:00,2.73,Lesley’s Apple Watch
2023-09-12 17:12:00,2.63,Lesley’s Apple Watch
2023-09-12 17:13:00,1.94,Lesley’s Apple Watch
2023-09-12 17:14:00,2.88,Lesley’s Apple Watch
2023-09-12 17:15:00,2.38,Lesley’s Apple Watch
2023-09-12 17:16:00,1.69,Lesley’s Apple Watch
2023-09-12 17:17:00,0.262,Lesley’s Apple Watch
2023-09-12 17:19:00,0.051,Lesley’s Apple Watch
2023-09-12 17:25:00,2.38,Lesley’s Apple Watch
2023-09-12 17:26:00,2.73,Lesley’s Apple Watch
2023-09-12 17:27:00,1.87,Lesley’s Apple Watch
2023-09-12 17:28:00,0.753,Lesley’s Apple Watch
2023-09-12 17:29:00,0.019,Lesley’s Apple Watch
2023-09-12 17:30:00,0.216,Lesley’s Apple Watch
2023-09-12 17:32:00,0.103,Lesley’s Apple Watch
2023-09-12 17:33:00,0.17,Lesley’s Apple Watch
2023-09-12 17:36:00,0.199,Lesley’s Apple Watch
2023-09-12 17:42:00,0.15,Lesley’s Apple Watch
2023-09-12 17:43:00,0.121,Lesley’s Apple Watch
2023-09-12 17:45:00,1.04,Lesley’s Apple Watch
2023-09-12 17:46:00,0.401,Lesley’s Apple Watch
2023-09-12 17:47:00,0.354,Lesley’s Apple Watch
2023-09-12 17:48:00,0.039,Lesley’s Apple Watch
2023-09-12 17:49:00,0.121,Lesley’s Apple Watch
2023-09-12 17:50:00,0.129,Lesley’s Apple Watch
2023-09-12 17:51:00,0.191,Lesley’s Apple Watch
2023-09-12 17:52:00,0.052,Lesley’s Apple Watch
2023-09-12 17:53:00,0.148,Lesley’s Apple Watch
2023-09-12 17:54:00,0.294,Lesley’s Apple Watch
2023-09-12 17:55:00,0.265,Lesley’s Apple Watch
2023-09-12 17:56:00,0.275,Lesley’s Apple Watch
2023-09-12 17:57:00,0.377,Lesley’s Apple Watch
2023-09-12 17:58:00,0.268,Lesley’s Apple Watch
2023-09-12 17:59:00,0.333,Lesley’s Apple Watch
2023-09-12 18:00:00,0.21,Lesley’s Apple Watch
2023-09-12 18:01:00,2.5,Lesley’s Apple Watch
2023-09-12 18:02:00,4.63,Lesley’s Apple Watch
2023-09-12 18:03:00,5.65,Lesley’s Apple Watch
2023-09-12 18:04:00,4.51,Lesley’s Apple Watch
2023-09-12 18:05:00,3.67,Lesley’s Apple Watch
2023-09-12 18:06:00,3,Lesley’s Apple Watch
2023-09-12 18:07:00,4.97,Lesley’s Apple Watch
2023-09-12 18:08:00,6.97,Lesley’s Apple Watch
2023-09-12 18:09:00,3.73,Lesley’s Apple Watch
2023-09-12 18:10:00,5.43,Lesley’s Apple Watch
2023-09-12 18:11:00,5.25,Lesley’s Apple Watch
2023-09-12 18:12:00,2.75,Lesley’s Apple Watch
2023-09-12 18:13:00,4.85,Lesley’s Apple Watch
2023-09-12 18:14:00,6.27,Lesley’s Apple Watch
2023-09-12 18:15:00,2.84,Lesley’s Apple Watch
2023-09-12 18:16:00,4.31,Lesley’s Apple Watch
2023-09-12 18:17:00,4.02,Lesley’s Apple Watch
2023-09-12 18:18:00,9.92,Lesley’s Apple Watch
2023-09-12 18:19:00,7.52,Lesley’s Apple Watch
2023-09-12 18:20:00,8.3,Lesley’s Apple Watch
2023-09-12 18:21:00,1.2,Lesley’s Apple Watch
2023-09-12 18:22:00,2.01,Lesley’s Apple Watch
2023-09-12 18:23:00,3.18,Lesley’s Apple Watch
2023-09-12 18:24:00,3.27,Lesley’s Apple Watch
2023-09-12 18:25:00,3.47,Lesley’s Apple Watch
2023-09-12 18:26:00,8.83,Lesley’s Apple Watch
2023-09-12 18:27:00,9.82,Lesley’s Apple Watch
2023-09-12 18:28:00,4.09,Lesley’s Apple Watch
2023-09-12 18:29:00,3.82,Lesley’s Apple Watch
2023-09-12 18:30:00,4.19,Lesley’s Apple Watch
2023-09-12 18:31:00,2.9,Lesley’s Apple Watch
2023-09-12 18:32:00,7.41,Lesley’s Apple Watch
2023-09-12 18:33:00,9.5,Lesley’s Apple Watch
2023-09-12 18:34:00,7.58,Lesley’s Apple Watch
2023-09-12 18:35:00,5.17,Lesley’s Apple Watch
2023-09-12 18:36:00,3.29,Lesley’s Apple Watch
2023-09-12 18:37:00,3.72,Lesley’s Apple Watch
2023-09-12 18:38:00,3.63,Lesley’s Apple Watch
2023-09-12 18:39:00,4.27,Lesley’s Apple Watch
2023-09-12 18:40:00,7.59,Lesley’s Apple Watch
2023-09-12 18:41:00,7.65,Lesley’s Apple Watch
2023-09-12 18:42:00,0.5,Lesley’s Apple Watch
2023-09-12 18:43:00,1.32,Lesley’s Apple Watch
2023-09-12 18:44:00,3.08,Lesley’s Apple Watch
2023-09-12 18:45:00,1.95,Lesley’s Apple Watch
2023-09-12 18:46:00,0.462,Lesley’s Apple Watch
2023-09-12 18:47:00,0.321,Lesley’s Apple Watch
2023-09-12 18:48:00,0.425,Lesley’s Apple Watch
2023-09-12 18:49:00,0.465,Lesley’s Apple Watch
2023-09-12 18:50:00,0.254,Lesley’s Apple Watch
2023-09-12 18:51:00,0.429,Lesley’s Apple Watch
2023-09-12 18:52:00,0.11,Lesley’s Apple Watch
2023-09-12 18:53:00,0.288,Lesley’s Apple Watch
2023-09-12 18:54:00,0.355,Lesley’s Apple Watch
2023-09-12 18:55:00,0.299,Lesley’s Apple Watch
2023-09-12 18:56:00,0.246,Lesley’s Apple Watch
2023-09-12 18:57:00,0.329,Lesley’s Apple Watch
2023-09-12 18:58:00,0.263,Lesley’s Apple Watch
2023-09-12 18:59:00,0.238,Lesley’s Apple Watch
2023-09-12 19:00:00,0.297,Lesley’s Apple Watch
2023-09-12 19:01:00,0.601,Lesley’s Apple Watch
2023-09-12 19:02:00,0.401,Lesley’s Apple Watch
2023-09-12 19:03:00,0.783,Lesley’s Apple Watch
2023-09-12 19:04:00,0.587,Lesley’s Apple Watch
2023-09-12 19:05:00,0.265,Lesley’s Apple Watch
2023-09-12 19:06:00,0.662,Lesley’s Apple Watch
2023-09-12 19:07:00,0.352,Lesley’s Apple Watch
2023-09-12 19:19:00,0.648,Lesley’s Apple Watch
2023-09-12 19:20:00,0.449,Lesley’s Apple Watch
2023-09-12 19:21:00,0.807,Lesley’s Apple Watch
2023-09-12 19:22:00,0.023,Lesley’s Apple Watch
2023-09-12 19:23:00,0.167,Lesley’s Apple Watch
2023-09-12 19:24:00,0.278,Lesley’s Apple Watch
2023-09-12 19:25:00,0.214,Lesley’s Apple Watch
2023-09-12 19:26:00,0.082,Lesley’s Apple Watch
2023-09-12 19:27:00,0.236,Lesley’s Apple Watch
2023-09-12 19:29:00,0.083,Lesley’s Apple Watch
2023-09-12 19:30:00,0.124,Lesley’s Apple Watch
2023-09-12 19:31:00,0.206,Lesley’s Apple Watch
2023-09-12 19:32:00,0.079,Lesley’s Apple Watch
2023-09-12 19:33:00,0.137,Lesley’s Apple Watch
2023-09-12 19:34:00,0.191,Lesley’s Apple Watch
2023-09-12 19:35:00,0.219,Lesley’s Apple Watch
2023-09-12 19:36:00,0.113,Lesley’s Apple Watch
2023-09-12 19:37:00,0.206,Lesley’s Apple Watch
2023-09-12 19:38:00,0.221,Lesley’s Apple Watch
2023-09-12 19:39:00,0.101,Lesley’s Apple Watch
2023-09-12 19:40:00,0.304,Lesley’s Apple Watch
2023-09-12 19:41:00,0.293,Lesley’s Apple Watch
2023-09-12 19:42:00,0.141,Lesley’s Apple Watch
2023-09-12 19:43:00,0.028,Lesley’s Apple Watch
2023-09-12 19:44:00,0.287,Lesley’s Apple Watch
2023-09-12 19:45:00,0.284,Lesley’s Apple Watch
2023-09-12 19:46:00,0.354,Lesley’s Apple Watch
2023-09-12 19:47:00,0.058,Lesley’s Apple Watch
2023-09-12 19:48:00,0.51,Lesley’s Apple Watch
2023-09-12 19:49:00,0.475,Lesley’s Apple Watch
2023-09-12 19:50:00,0.243,Lesley’s Apple Watch
2023-09-12 19:51:00,0.129,Lesley’s Apple Watch
2023-09-12 19:53:00,0.16,Lesley’s Apple Watch
2023-09-12 19:54:00,0.255,Lesley’s Apple Watch
2023-09-12 19:55:00,0.103,Lesley’s Apple Watch
2023-09-12 19:56:00,0.251,Lesley’s Apple Watch
2023-09-12 19:57:00,0.037,Lesley’s Apple Watch
2023-09-12 19:59:00,0.28,Lesley’s Apple Watch
2023-09-12 20:00:00,0.244,Lesley’s Apple Watch
2023-09-12 20:01:00,0.209,Lesley’s Apple Watch
2023-09-12 20:02:00,0.148,Lesley’s Apple Watch
2023-09-12 20:03:00,0.349,Lesley’s Apple Watch
2023-09-12 20:04:00,0.009,Lesley’s Apple Watch
2023-09-12 20:05:00,0.042,Lesley’s Apple Watch
2023-09-12 20:06:00,0.674,Lesley’s Apple Watch
2023-09-12 20:07:00,0.979,Lesley’s Apple Watch
2023-09-12 20:08:00,0.746,Lesley’s Apple Watch
2023-09-12 20:09:00,0.223,Lesley’s Apple Watch
2023-09-12 20:10:00,0.113,Lesley’s Apple Watch
2023-09-12 20:11:00,0.06,Lesley’s Apple Watch
2023-09-12 20:12:00,0.307,Lesley’s Apple Watch
2023-09-12 20:13:00,0.314,Lesley’s Apple Watch
2023-09-12 20:14:00,0.429,Lesley’s Apple Watch
2023-09-12 20:15:00,0.32,Lesley’s Apple Watch
2023-09-12 20:16:00,0.213,Lesley’s Apple Watch
2023-09-12 20:17:00,0.216,Lesley’s Apple Watch
2023-09-12 20:18:00,0.382,Lesley’s Apple Watch
2023-09-12 20:19:00,0.407,Lesley’s Apple Watch
2023-09-12 20:20:00,0.174,Lesley’s Apple Watch
2023-09-12 20:21:00,0.353,Lesley’s Apple Watch
2023-09-12 20:22:00,0.336,Lesley’s Apple Watch
2023-09-12 20:23:00,0.263,Lesley’s Apple Watch
2023-09-12 20:24:00,0.297,Lesley’s Apple Watch
2023-09-12 20:25:00,0.31,Lesley’s Apple Watch
2023-09-12 20:26:00,0.31,Lesley’s Apple Watch
2023-09-12 20:27:00,0.31,Lesley’s Apple Watch
2023-09-12 20:28:00,0.31,Lesley’s Apple Watch
2023-09-12 20:29:00,1.03,Lesley’s Apple Watch
2023-09-12 20:30:00,1.56,Lesley’s Apple Watch
2023-09-12 20:31:00,1.43,Lesley’s Apple Watch
2023-09-12 20:32:00,0.213,Lesley’s Apple Watch
2023-09-12 20:33:00,3.11,Lesley’s Apple Watch
2023-09-12 20:34:00,1.27,Lesley’s Apple Watch
2023-09-12 20:35:00,1.25,Lesley’s Apple Watch
2023-09-12 20:36:00,0.309,Lesley’s Apple Watch
2023-09-12 20:37:00,0.357,Lesley’s Apple Watch
2023-09-12 20:38:00,0.972,Lesley’s Apple Watch
2023-09-12 20:39:00,0.421,Lesley’s Apple Watch
2023-09-12 20:40:00,0.196,Lesley’s Apple Watch
2023-09-12 20:41:00,0.098,Lesley’s Apple Watch
2023-09-12 20:42:00,0.244,Lesley’s Apple Watch
2023-09-12 20:43:00,0.091,Lesley’s Apple Watch
